web-scraper-order,web-scraper-start-url,links,links-href,text
"1642169367-178","https://sum.dk/nyheder?categorizations=9819&page=4","Danmark sælger overskydende mRNA-vacciner til New Zealand","https://sum.dk/nyheder/2021/september/danmark-saelger-overskydende-mrna-vacciner-til-new-zealand","New Zealand har rakt ud til Danmark med en anmodning om køb af overskydende vaccinedoser. Danmark har vacciner nok til at dække det danske behov, og derfor har regeringen indgået en aftale med New Zealand om salg af 500.000 overskydende vacciner. Vaccinedoserne har været på lager i Danmark og skal ikke indgå i den danske vaccineudrulning. Det skyldes, at Danmark pt. har rigeligt med vacciner til at dække det danske behov.
Sundhedsminister Magnus Heunicke siger:

- Vi har fra starten satset massivt på at købe bredt og stort ind af vacciner til den danske befolkning. I dag har vi så et overskud af mRNA-vacciner, som vi ikke har behov for herhjemme – også selvom vi står over for at skulle give folk et tredje stik. Overskydende vacciner skal selvfølgelig ud og bidrage til den globale pandemibekæmpelse.

Vaccinedoserne forventes at blive afsendt fra Danmark den 13. og 15. september. New Zealand har samtidig købt overskydende vaccinedoser af Spanien. Ud over salg har Danmark doneret vacciner til en række lande. Regeringen vurderer løbende mulighederne for at donere yderligere vacciner. 
KONTAKT
For yderligere information om salget, praktiske detaljer og logistik: Kontakt presse@ssi.dk
For yderligere information om henvendelser fra udlandet i forbindelse med corona: Kontakt pressevagten@um.dk
For spørgsmål ang. vacciner og den nationale vaccineudrulning: Kontakt pressevagt@sum.dk"
"1642169244-132","https://sum.dk/nyheder?categorizations=9819&page=8","Gradvis og ansvarlig genåbning af Danmark samt forlængelse af øvrige tiltag","https://sum.dk/nyheder/2021/februar/gradvis-og-ansvarlig-genaabning-af-danmark-samt-forlaengelse-af-oevrige-tiltag","Med afsæt i anbefalingerne fra Indsatsgruppen og med enkelte udvidelser i forhold til anbefalingerne iværksættes følgende.
Nationale lempelser per 1. marts 2021

Udvalgsvarebutikker under 5000 m2 (dog undtaget udvalgsvarebutikker i storcentre) genåbnes med midlertidigt skærpede kvadratmeterkrav, mens der særligt for butikker på 5000 m2 eller derover undtages, så de kan holde åbent for et meget begrænset antal kunder mod tidsbestilling.
Udendørs kulturinstitutioner genåbnes. Der stilles krav om, at besøgende fremviser dokumentation for negativ COVID-19-test (højst 72 timer gammel).
Forsamlingsforbuddet hæves fra 5 til 25 personer for så vidt angår udendørs idræts- og foreningsaktiviteter i organiseret regi.

Nordjylland og Vestjylland - geografisk afgrænsede lempelser per 1. marts 2021

Alle afgangselever i grundskoler samt på ungdomsuddannelser og voksenuddannelser kommer tilbage med 50 pct. fremmøde (dvs. hver anden uge).
Alle elever på efterskoler og på frie fagskoler og kostafdelinger på fri- og privatskoler kan komme tilbage med fuldt fremmøde samt afgangsklasser på ungdoms- og voksenuddannelser i forhold til deres ophold på kostafdelingen

Bornholm - geografisk afgrænsede lempelser per 1. marts 2021

Yderligere genåbning af Bornholm som giver mulighed for at høste erfaringer med genåbning, herunder genåbning for alle skoleklasser, ungdoms- og voksenuddannelser, videregående uddannelser, folkehøjskoler, efterskoler og klubtilbud og liberale serviceerhverv.

Resterende tiltag og restriktioner, herunder rejserestriktioner, der udløber 28. februar 2021, forlænges til og med 5. april 2021. På baggrund af sundhedsmyndighedernes vurdering ophæves de særlige tiltag for Storbritannien, da B.1.1.7 nu er den dominerende variant i Danmark. Ændringen træder i kraft den 1. marts 2021.
De generelle kompensationsordninger forlænges parallelt med de skærpede restriktioner i marts og april.
Baggrund for lempelserne – proces og anbefalinger
Den Faglige Referencegruppe anbefalede i januar en prioriteret rækkefølge for en genåbning inden for hhv. uddannelse, erhverv og arbejde, kultur og idræt samt forsamlinger. På den baggrund har Indsatsgruppen bestilt beregninger hos Ekspertgruppen for matematiske modellering ifm. COVID-19 (herefter Modelleringsgruppen) for en gradvis genåbning af Danmark. Beregningerne tager udgangspunkt i lempelser af tiltag, som ligger øverst i de prioriterede sektorområder. Det drejer sig om afgangselever i grundskolen og på ungdoms- og voksenuddannelser, genåbning af udvalgsvarebutikker, udendørs kulturinstitutioner, udendørs idræts- og foreningsaktiviteter samt forsamlinger.
Med afsæt i Modelleringsgruppen og Referencegruppens bidrag har Indsatsgruppen afgivet anbefalinger til regeringen. 
Læs mere om Indsatsgruppens indstilling og Den Faglige Referencegruppes anbefalinger på coronasmitte.dk"
"1642169042-54","https://sum.dk/nyheder?categorizations=9819&page=16","Gradvis genåbning på plejehjem og sygehuse","https://sum.dk/nyheder/2020/juni/gradvis-genaabning-paa-plejehjem-og-sygehuse-","Beboere på landets plejehjem, patienter på sygehuse og psykiatriske afdelinger og en række andre kan nu se frem til flere muligheder for at få besøg. Det sker med en ny model for en delvis genåbning, der er fastlagt i forlængelse af regeringens og Folketingets partiers poliske aftale om yderligere genåbning i fase 2. Modellen er blevet udarbejdet på baggrund af input fra sektorpartnerskabet for genåbning af plejesektoren og interessenter fra både ældre-, sygehus- og psykiatriområderne. 

Sundheds- og ældreminister Magnus Heunicke siger:

Restriktionerne på besøg er for at beskytte nogle af vores mest sårbare borgere mod smitte, herunder ældre på plejehjem, patienter på sygehusene og indlagte psykiatriske patienter, men vi ved desværre godt, at restriktionerne har haft menneskelige omkostninger for både de berørte borgere og deres pårørende. Derfor er det vigtigt, at vi nu skaber bedre muligheder for besøg i takt med, at vi har fået smitten under kontrol og også åbner op i andre dele af samfundet. Vi gør fortsat alt, hvad vi kan, for ikke at få smittekæder ind på sygehusene og plejehjemmene, for vi ved desværre, at mere end 1/3 af alle dødsfald blandt COVID-19-tilfælde i Danmark sker på plejehjem. Derfor er vi nødt til at have nogle restriktioner fortsat.

Der har siden marts måned været fastsat begrænsninger for besøg på landets plejehjem, plejeboliger og aflastningspladser samt sygehuse, herunder psykiatriske afdelinger og klinikker. Hovedpunkter i den nye model er at: 

Besøg skal som udgangspunkt gennemføres udendørs. Og man kan ikke længere forbyde et udendørsbesøg. 


Besøg kan stadig ske indendørs, hvis der er tale om en kritisk situation. 


Som noget nyt, bliver der også mulighed for at få besøg indendørs af 1-2 faste besøgspersoner, som beboeren eller patienten selv udpeger, hvis en beboers eller patients helbred eller de fysiske rammer på plejehjemmet eller sygehuset gør, at besøget ikke kan foregå udendørs. 


Ift. sygehusene vil besøgspersonen også kunne ledsage patienten til behandling, undersøgelse eller samtale, mens patienten er indlagt. Det samme gælder ved ambulant behandling, undersøgelse eller samtale. 


Det vil være ledelsen på plejehjemmet eller sygehuset, der i den konkrete situation beslutter, om der kan ske besøg eller ledsagelse. Her skal der bl.a. tages hensyn til, om besøget kan ske på en forsvarlig måde. 


Der vil være mulighed for, at man som pårørende – på frivillig basis - lader sig test forud for besøg på plejehjem, sygehus m.v.

Styrelsen for Patientsikkerhed vil som opfølgning på de nye regler opdatere de påbud, som er givet til bl.a. kommunalbestyrelser og regionsråd om besøgsrestriktioner på bl.a. plejehjem og sygehuse. Desuden er Sundhedsstyrelsen i gang med at opdatere de nuværende retningslinjer.
Magnus Heunicke siger:

Vi har arbejdet for at finde forsvarlige og langsigtede løsninger. Det er alfa og omega, at en gradvis genåbning sker på en sundhedsmæssig forsvarlig måde, og at vi sikrer, at både beboere, patienter, pårørende og personale kan føle sig trygge. Vi har en offensiv teststrategi, der blandt andet omfatter smitteopsporing, og det skal hjælpe til at finde skjule smittekæder. Desuden er det vigtigt, at medarbejderne i sundheds- og ældresektoren følger retningslinjerne for brug af værnemidler.

Bekendtgørelse om besøgsrestriktioner på plejehjem, plejeboliger og aflastningspladser samt sygehuse og klinikker i forbindelse med håndtering af Corona-virussygdom 2019 (COVID-19) 

Ramme for delvis ophævelse af besøgsforbud og lempelse af besøgsrestriktioner
Læs mere om lempede besøgsrestriktioner og påbud:
Brev til landets kommunalbestyrelser
Brev til landets regionsråd
Brev til landets private sygehuse mv.
COVID-19: Smitteforebyggelse ved besøg på plejehjem og plejeboliger, aflastningspladser, sygehuse, klinikker mv.
Kontaktinfo:
Sundheds- og Ældreministeriets pressevagt tlf.: 21 32 47 27"
"1642169098-75","https://sum.dk/nyheder?categorizations=9819&page=14","Nye tiltag til håndtering af smittespredning af COVID-19 i Danmark","https://sum.dk/nyheder/2020/september/nye-tiltag-til-haandtering-af-smittespredning-af-covid-19-i-danmark","Stigningen kan ses på flere områder, bl.a. en stigning i antal smittede inden for alle aldersgrupper og en begyndende smittespredning på plejehjem og sygehuse. Smitteudviklingen i hele landet er nu så alvorlig, at det er sundhedsmyndighedernes klare anbefaling, at det er nødvendigt at lægge et nyt lag oven på vores nationale indsats mod COVID-19 med en række midlertidige tiltag.
Tiltagene målrettes bl.a. de udfordringer, der er med smitte blandt unge og ved større forsamlinger. Tiltagene vil foreløbigt gælde til og med den 4. oktober 2020.
Der er tale om 23 konkrete tiltag, der vedrører:

Forsamlinger
Restaurationer og natteliv
Detailhandlen
Sociale aktiviteter og private sammenkomster
Arbejdspladser og transport
Sundhedssektor, ældrepleje, botilbud mv.

Læs mere:
Tiltag til håndtering af smittespredning COVID-19
Grafik: Geografisk spredning af CGeografisk spredning af COVID-19 i Danmark."
"1642169292-151","https://sum.dk/nyheder?categorizations=9819&page=7","Nye bekendtgørelser viderefører coronaregler","https://sum.dk/nyheder/2021/maj/nye-bekendtgoerelser-viderefoerer-coronaregler","En bekendtgørelse om ophævelse af visse bekendtgørelser efter lov om foranstaltninger mod smitsomme og andre overførbare sygdomme er den 7. maj 2021 trådt i kraft: Bekendtgørelse om ophævelse af visse bekendtgørelser efter lov om foranstaltninger mod smitsomme og andre overførbare sygdomme
Bekendtgørelsen ophæver formelt en række bekendtgørelser, der var udstedt efter den tidligere gældende epidemilov, herunder om mundbindskrav. Bekendtgørelsernes gyldighed ophørte dog allerede den 15. april 2021 som følge af overgangsbestemmelsen i den nye epidemilov. Det har dog været nødvendigt rent formelt at ophæve bekendtgørelserne med en ophævelsesbekendtgørelse.
Reglerne efter de ophævede bekendtgørelser er videreført med nye bekendtgørelser, der er udstedt efter den nye epidemilovs regler. Alle gældende bekendtgørelser efter epidemiloven kan findes i venstre spalte ud for den nye epidemilov på Retsinformations hjemmeside: Lov om epidemikoven m.v. (epidemiloven)  
Sundhedsministeriet lagde den 1. marts 2021 denne nyhed på: Om videreførelse af bekendtgørelser efter epidemiloven."
"1642169430-202","https://sum.dk/nyheder?categorizations=9819&page=1","Flere tilbydes gratis vaccination mod pneumokoksygdom","https://sum.dk/nyheder/2021/december/flere-tilbydes-gratis-vaccination-mod-pneumokoksygdom","Folketingets partier og regeringen iværksatte i april 2020 en vaccinationspakke, som skal bidrage til, at flere sårbare personer beskyttes mod alvorlige infektionssygdomme.
Vaccinationspakken indeholder blandt andet et tilbud om gratis vaccination mod pneumokokker til alle fyldt 65 år og til visse personer under 65 år i særlig høj risiko for alvorlig sygdom med pneumokokker. Pneumokokker er en gruppe af bakterier, der kan give lungebetændelse, blodforgiftning og hjernehindebetændelse.
Nu udvides tilbuddet, så gratis vaccination mod pneumokokker også kommer til at omfatte eksempelvis personer under 65 år med kronisk hjerte- eller lungesygdom.
Sundhedsminister Magnus Heunicke siger:

”Vi udvider nu tilbuddet om gratis pneumokokvaccination, så vi kan beskytte endnu flere sårbare borgere mod at blive ramt af en alvorlig infektionssygdom. Målet er at nedbringe antallet af sårbare patienter, som også kan rammes af andre alvorlige infektionssygdomme end corona. Netop det er særligt vigtigt nu, da det kan medvirke til at dæmpe presset på vores sundhedsvæsen henover vinteren.”

Følgende grupper bliver nu – uanset alder - omfattet af tilbuddet: 

Personer med diabetes mellitus
Personer med kronisk hjertesygdom
Personer med kronisk lungesygdom
Personer med kronisk nyresygdom
Personer med kronisk leversygdom
Svejsere (personer, hvis erhverv omfatter at svejse)

Både de eksisterende og de nye målgrupper kan blive vaccineret hos egen læge, på apoteker og på private vaccinationsklinikker. Ved tvivl om hvorvidt man tilhører målgruppen, skal man kontakte sin egen læge.
Det udvidede tilbud om pneumokokvaccination er gældende fra onsdag d. 15. december, hvor bekendtgørelsen træder i kraft.   
Læs bekendtgørelsen her."
"1642169150-95","https://sum.dk/nyheder?categorizations=9819&page=12","Nu kan udlandsdanskere bestille tid på coronaprover.dk","https://sum.dk/nyheder/2020/november/nu-kan-udlandsdanskere-bestille-tid-paa-coronaproverdk","Personer med dansk CPR-nr. og bopæl i udlandet kan nu få foretaget test for COVID-19 gennem det åbne testtilbud
 
Sundheds- og ældreminister Magnus Heunicke siger:

Nu kan danskere med bopæl i udlandet også blive omfattet af det åbne tilbud om test for COVID-19. Det er vigtigt, så alle med dansk CPR-nummer har adgang til test og kan bidrage til, at vi får brudt smittekæderne.





Læs mere om oprettelse og testsvar på coronasmitte.dk"
"1642169224-124","https://sum.dk/nyheder?categorizations=9819&page=9","Regeringen afsætter 102 mio. kr. til nyt dansk studie af COVID-19-vacciners effekt","https://sum.dk/nyheder/2021/februar/regeringen-afsaetter-102-mio-kr-til-nyt-dansk-studie-af-covid-19-vacciners-effekt-","For de danske sundhedsmyndigheder er det afgørende at sikre sig viden om COVID-19-vaccinernes langsigtede effekt i den danske befolkning, både når det gælder udvikling af immunitet og bivirkninger.

Derfor har regeringen valgt at afsætte 102 mio. kr. til et nyt dansk klinisk studie, der skal overvåge COVID-19-vaccinernes effekt og bivirkninger i en periode på to år efter udrulningen af vaccinerne i den danske befolkning. Regeringen støtter forskningen med 102 millioner kroner for at tilvejebringe så meget viden om COVID-19-vaccinerne som muligt. Viden er vejen til at vinde over virus. Og nu hvor vaccinerne bliver rullet ud i samfundet, skal forskerne indsamle viden, så vi bliver endnu klogere på både effekter og bivirkninger, udtaler sundhedsminister Magnus Heunicke.

Et unikt studie med deltagelse af 10.000 borgere
Konkret vil forsøget følge 10.000 borgere i op til to år efter, de har modtaget vaccination med en af de fire første COVID-19-vacciner, der er eller bliver godkendt til brug i Danmark. Studiet er unikt, da det i realtid sammenligner de forskellige vacciner med hinanden. Dette vil give yderligere viden om vaccinernes effekt, herunder om der er vacciner, der virker bedre i nogle dele af befolkningen end andre.
Studiet giver myndighederne et stærkt værktøj, både til at overvåge vaccinernes effekt og sikkerhed fremadrettet, og kan danne grundlag for evt. justeringer af den danske vaccinestrategi.
Det kliniske studie, som nu er godkendt, vil blive udført i et samarbejde mellem forskere fra alle landets fem regioner. Studiet ledes af styrekomitéer med deltagelse fra professorer fra alle danske universiteter med medicinske fakulteter, Lægemiddelstyrelsen, Statens Serum Institut, Sundhedsstyrelsen, Sundhedsdatastyrelsen og Danske Regioner."
"1642168959-22","https://sum.dk/nyheder?categorizations=9819&page=19","Patient indlagt på Skejby og undersøges for ny coronavirus","https://sum.dk/nyheder/2020/januar/patient-indlagt-paa-skejby-og-undersoeges-for-ny-coronavirus","Der er tale om en dansker, der er kommet hjem fra Hubei-provinsen i Kina, som er et af de områder, hvor der er et virusudbrud.
Det er vigtigt at sige, at det ikke er afklaret, om der er tale om ny coronavirus. Vi tager alle de nødvendige forholdsregler, og personalet på Skejby er trænet i at kunne varetage en situation som denne, siger sundhedsminister Magnus Heunicke, der følger situationen tæt.
Aarhus Universitetshospital i Skejby har taget prøve af vedkommende. Prøven er på vej til Statens Serum Institut i København, som vil analysere, om der er tale om ny coronavirus. Svar på prøven forventes natten til onsdag.
Der vurderes fortsat at være meget lille risiko for, at smitten spreder sig i Danmark.   
Der er løbende opdateringer på   Sundhedsstyrelsens hjemmeside   og   Udenrigsministeriets rejsevejledning. I øjeblikket opfordres rejsende til at være ekstra forsigtige i hele Kina."
"1642169116-82","https://sum.dk/nyheder?categorizations=9819&page=13","Bekymrende stigning i smitte resulterer i nye tiltag mod COVID-19","https://sum.dk/nyheder/2020/oktober/bekymrende-stigning-i-smitte-resulterer-i-nye-tiltag-mod-covid-19","Sundhedsmyndighederne vurderer, at smitteudviklingen i Danmark er bekymrende. Der er risiko for en stigende smitte i efteråret og vinteren, hvilket også kan sætte sundhedsvæsenet under stigende pres. På den baggrund vurderer sundhedsmyndighederne, at der er behov for at forlænge allerede gældende tiltag og iværksætte nye skærpede COVID-19-tiltag.
Der ses også en bekymrende udvikling i mange europæiske lande med et stigende antal smittede og indlagte patienter med COVID-19. En række europæiske lande har indført hårdere stramninger af tiltag for at bremse smittespredningen, herunder i nogle lande i form af bl.a. udgangsforbud i bestemte tidsrum og deciderede nedlukninger.
Med regeringens udmelding den 23. oktober 2020 forlænges de nuværende restriktioner, og samtidig indføres der nye og skærpede restriktioner fra mandag den 26. oktober. Det gælder dog ikke de skærpede krav om brug af mundbind, som gælder fra torsdag den 29. oktober.
Myndighederne følger udviklingen nøje og vurderer, om restriktionerne fortsat skal opretholdes, forlænges eller eventuelt suppleres med yderligere tiltag.
Se også:
Tiltag til håndtering af coronasmitte
Åben infografik om restriktioner"
"1642169397-190","https://sum.dk/nyheder?categorizations=9819&page=3","To mistænkte tilfælde af Omicron (B.1.1.529) er påvist i Danmark hos rejsende fra Sydafrika","https://sum.dk/nyheder/2021/november/to-mistaenkte-tilfaelde-af-omicron-b11529-er-paavist-i-danmark-hos-rejsende-fra-sydafrika","Tilfældene er påvist ved variant PCR, der fangede mutationer, der er kendetegnet for Omicron, og der er dermed med stor sandsynlighed tale om Omicron. Det vil først endelig kunne bekræftes, når resultatet af helgenomsekventering foreligger inden for de næste dage.
Sundhedsminister Magnus Heunicke siger:

- Myndighederne har en begrundet mistanke om, at vi har de første to tilfælde af den nye variant Omicron i Danmark. Varianten er blevet fanget i de variant-PCR-test, som SSI laver på positive prøver, og derfor har vi hurtigt fanget varianten. Vi er et af de lande, der har den mest omfattende overvågning af varianter, og derfor er det ikke overraskende, at vi tidligt finder tilfælde i Danmark.  
- Personerne, der er smittet, har været i Sydafrika og er nu i isolation og myndighederne er i gang med at opspore ud i tredje led - det vil sige, at nære kontakter og disses nære kontakter alle bliver opfordret til at gå i isolation og selvfølgelig at blive testet. Og myndighederne arbejder stenhårdt på at få samme opfordring ud til alle, der var med samme fly, som de smittede.  
- Det er vigtigt at sige, at der stadig er meget vi ikke ved om Omicron. Derfor kommunikerer vi så snart, der er nyt.

Ny variant bekymrer
Den nye variant, B.1.1.529, bekymrer virologer internationalt, fordi den har mange flere mutationer i spike proteinet end normalt, og der er usikkerhed om smitsomheden og om mulig mindre følsomhed overfor vaccinerne. Der er fundet bekræftede rejserelaterede tilfælde i bla. England og Belgien.
Rejsende fra Sydafrika
Styrelsen for Patientsikkerhed anbefaler, at alle indrejsende til Danmark eller indrejste inden for de seneste 10 dage (fra d. 16. november), der har haft ophold (dog ikke transit) i Sydafrika, Lesotho, Eswatini, Mozambique, Zimbabwe, Botswana og Namibia lader sig teste og går i isolation til negativ test på dag 4 og dag 6. Det gælder uanset vaccinationsstatus.
Isolationen bør tidligst ophøre ved en negativ test på dag 6. I de tilfælde, hvor der er gået mere end 6 dage siden indrejse, anbefales der alene en test hurtigst muligt."
"1642169360-175","https://sum.dk/nyheder?categorizations=9819&page=4","Covid-19 kategoriseres ikke længere som samfundskritisk","https://sum.dk/nyheder/2021/september/covid-19-kategoriseres-ikke-laengere-som-samfundskritisk-","Regeringen besluttede d. 27. august ikke at forlænge covid-19’s status som en samfundskritisk sygdom efter inddragelse af den faglige referencegruppe, Epidemikommissionen og sundhedsmyndighederne. Det skyldes dels den store vaccinationstilslutning, dels den stærke epidemikontrol.
Det er kategoriseringen af covid-19 som en samfundskritisk sygdom, der har gjort det muligt at indføre tiltag som nationale og lokale nedlukninger, krav om coronapas, forsamlingsforbud, krav om mundbind mm.
Det tilbageværende krav om coronapas i nattelivet bortfalder automatisk i dag.
Sundhedsminister Magnus Heunicke siger:
Det er en vigtig milepæl i vores epidemihåndtering, at covid-19 i dag ikke længere er kategoriseret som en samfundskritisk sygdom. Det tilbageværende krav om coronapas i nattelivet udløb ved døgnets begyndelse.  Det kan kun lade sig gøre, fordi vi er nået langt med vaccinationsudrulningen, har en stærk epidemikontrol, og fordi hele den danske befolkning har ydet en helt enorm indsats for at nå hertil. De særlige muligheder for at indføre restriktioner, som vi har med epidemiloven, skal ikke være den nye normal i samfundet. Vi fortsætter med at overvåge epidemien tæt, og hvis der sker en alvorlig udvikling, som truer epidemikontrollen i Danmark, er vi parate til at handle hurtigt igen.”En samfundskritisk sygdom er en alment farlig sygdom, hvis udbredelse medfører eller risikerer at medføre alvorlige forstyrrelser af vigtige samfundsfunktioner.""
For at kunne kategoriseres som samfundskritisk, skal en sygdom være defineret som alment farlig af Sundhedsstyrelsen. Det betyder, at den af Sundhedsstyrelsen vurderes til enten at være særlig smitsom, have høj dødelighed eller kunne give alvorlige eller varige skader. Covid-19 er fortsat en alment farlig sygdom. 
 
 Om en alment farlig sygdom skal kategoriseres som samfundskritisk er en politisk beslutning, som regeringen træffer ved at udstede en bekendtgørelse herom. Bekendtgørelsen kan højst gælde for 6 måneder ad gangen.
Regeringens beslutning om at kategorisere en sygdom som samfundskritisk er underlagt parlamentarisk kontrol. Spørgsmålet om kategorisering af sygdommen som samfundskritisk skal derfor først forelægges Folketingets Epidemiudvalg sammen med en indstilling fra Epidemikommissionen. Er et flertal i Folketingets Epidemiudvalg imod, at en sygdom kategoriseres som samfundskritisk, kan regeringen ikke udstede den pågældende bekendtgørelse. 
Læs mere om Epidemikommissionen her. 
Restriktioner, der alene forudsætter, at en sygdom er kategoriseret som alment farlig, kan opretholdes eller fastsættes, selv om covid-19 nu ikke længere er kategoriseret som en samfundskritisk sygdom.
Der gælder således bl.a. fortsat restriktioner for indrejse i Danmark og der vil fortsat kunne foretages smitteopsporing. Styrelsen for Patientsikkerhed vil også fortsat kunne træffe beslutning om lokale nedlukninger og lokale besøgsrestriktioner mv. Og kommunerne har fortsat ansvar for at stille frivillige isolationsfaciliteter til rådighed for borgere, der er smittet med covid-19 eller afventer resultat af test og i øvrigt er i målgruppen for tilbuddet.  
 
Læs eksempler på hjemmelsgrundlaget for udvalgte restriktioner her."
"1642169040-53","https://sum.dk/nyheder?categorizations=9819&page=16","Udmelding om henvisning til COVID-19 test","https://sum.dk/nyheder/2020/juni/udmelding-om-henvisning-til-covid-19-test","Sundheds- og ældreminister Magnus Heunicke og formand for Praktiserende Lægers Organisation (PLO) Christian Freitag har i dag torsdag den 4. juni mødtes til en drøftelse af henvisning til test for covid-19 og praktiserende læges ansvar for opfølgning på prøvesvar. Det var et godt og konstruktivt møde, og der var enighed om følgende: 

 Situationen med covid-19 er helt ekstraordinær, og regeringen har fundet behov for at finde hurtige løsninger på at tilbyde alle voksne borgere muligheden for en COVID-19 i TestCenter Danmark.

 
   Det har været afgørende, at opfølgningen på positive test kan ske hos egen læge, som kender patienterne bedst. Regeringen har derfor etableret en anordning, hvor de praktiserende læger rent teknisk er rekvirenter på egne patienter fsva. test for covid-19. Der udstedes hurtigst muligt en bekendtgørelse med hjemmel i epidemiloven, som præciserer dette.

 
   Selve grundlaget for testning af raske og symptomfri borgere i TestCenter Danmark er, at det ikke sker på lægefagligt indikation og med et behandlingsmæssigt formål som sådan, men som led i overvågning og generel smitteforebyggelse med hjemmel i sundhedslovens § 222 (SSI’s myndighedsopgaver).

 
 Sundheds- og ældreministeren anerkender fuldt ud, at løsningen har givet anledning til bekymring og spørgsmål hos de praktiserende læger. Det er en særlig løsning i en særlig tid og ikke en metode, som ministeriet fremover vil benytte ift. henvisninger til andre prøver, undersøgelser mv.

 
   Styrelsen for Patientsikkerhed har nu i et notat, beskrevet lægens ansvar for prøvesvar uden, at lægen forinden har stillet indikation. I forhold til de negative prøvesvar er det altovervejende udgangspunkt, at der ikke vil være nogen aktiv opfølgningsforpligtelse. Det undersøges om en digital løsning kan gøre det enkelt og automatisk at sortere de positive svar fra de negative i lægesystemerne, og som derfor kan lette arbejdsgangen for de praktiserende læger.

 
   Der er en prioritet for regeringen, at sundhedsmyndighederne og de praktiserende læger har god og tæt dialog om udfordringer og løsninger både, når det gælder håndteringen af covid-19 og generelt om almen praksis’ rolle i det danske sundhedsvæsen.

Kontaktinfo:
Sundheds- og ældreministeriets pressevagt:    mail pressevagt@sum.dk,  tlf.: 21 32 47 27"
"1642169233-128","https://sum.dk/nyheder?categorizations=9819&page=9","Stramninger af indrejseregler for indrejsende fra grænselandet fra den 17. februar","https://sum.dk/nyheder/2021/februar/stramninger-af-indrejseregler-for-indrejsende-fra-graenselandet-fra-den-17-februar","Regeringen har løbende indført skærpede indrejserestriktioner på baggrund af udbredelsen af nye mutationer af COVID-19. Indsatsgruppen, herunder sundhedsmyndighederne, har nu vurderet, at der i den aktuelle situation er behov for at skærpe indrejserestriktionerne for indrejsende fra grænselandet samt test- og isolationskravet efter indrejse i Danmark. Det skyldes, at der fra myndighedernes side vurderes at være risiko for, at virusvarianten B.1.351, der oprindelig blev påvist i Sydafrika, kan sprede sig ved indrejse fra grænselandet.
Derfor vil regeringen for det første indføre skærpede indrejsekrav for personer fra grænselandet (dvs. Slesvig-Holsten, Sydsverige (Blekinge og Skåne len) og Västsverige (Hallands og Västra Götalands len), således at de, som indrejser med et anerkendelsesværdigt formål, ved indrejsen skal kunne fremvise en negativ test foretaget højst 72 timer før indrejsen. Efter de gældende regler er der krav om, at testen højst må være foretaget syv dage før indrejsetidspunktet.
Derudover skærpes reglerne for test- og isolationskrav efter indrejse i Danmark for personer, herunder danskere, der har arbejde, skal levere en tjenesteydelse, besøge en nærtstående eller har bopæl i grænselandet. Efter de gældende regler er der under visse betingelser adgang til at fravige de i øvrigt gældende test- og isolationskrav efter indrejse i Danmark, hvis de pågældende kan fremvise en negativ test, der højst er syv dage gammel. Denne regel strammes nu op, således at kravet bliver, at denne test højst må være 72 timer gammel.
Ændringerne træder i kraft den 17. februar 2021. Indtil den 17. februar vil de hidtil gældende regler finde anvendelse. 
Justitsminister Nick Hækkerup:

Vi står i en afgørende tid, hvor det er bydende nødvendigt for os at begrænse introduktionen og spredningen af nye, mere smitsomme virusvarianter fra udlandet. Nye varianter udgør en trussel mod en gradvis genåbning af samfundet. På baggrund af myndighedernes anbefalinger skærper vi derfor fra den 17. februar test- og isolationskravet for personer, der rejser til Danmark efter at have opholdt sig i grænselandet, så vi øger muligheden for at opspore og bremse smitte.
Jeg har forståelse for, at det kan skabe udfordringer og irritation for dem, der bor i grænselandet og eksempelvis arbejder på den anden side af grænsen. Men vi kan ganske enkelt ikke risikere at sætte den danske indsats mod COVID-19 over styr, og derfor er vi nødsaget til at stramme reglerne igen. 

Sundhedsminister Magnus Heunicke:

Det er vigtigt, at folk, der bor og arbejder i grænselandet, kan krydse grænsen, og det har regeringen forståelse for. Men det er også vigtigt at beskytte Danmark mod virusvarianter, der kan skabe større usikkerhed i epidemien. Derfor er det nødvendigt at skærpe kravene om test for personer, der bevæger sig i grænselandet.

Læs den nye bekendtgørelse her"
